"Id","MSSubClass","LotShape","LandContour","LandSlope","BldgType","HouseStyle","OverallQual","OverallCond","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","Target","Irregular_OHE","Moderately Irregular_OHE","Regular_OHE","Slightly irregular_OHE","Near Flat_OHE","Banked_OHE","Depression_OHE","Hillside_OHE","Gentle slope_OHE","Moderate Slope_OHE","Severe Slope_OHE","Ordinal_OverallQual","Ordinal_OverallCond","MeanEncoding_MSSubClass","MeanEncoding_BldgType","MeanEncoding_HouseStyle","MeanNorm_LotFrontage","MeanNorm_LotArea","MeanNorm_GarageArea","MeanNorm_GrLivArea","MeanNorm_TotalBsmtSF","MeanNorm_SalePrice","Std_LotFrontage","Std_LotArea","Std_GarageArea","Std_GrLivArea","Std_TotalBsmtSF","Std_SalePrice"
53,"DUPLEX - ALL STYLES AND AGES","Moderately Irregular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Duplex","One story","Average","Average",110,8472,516,816,816,110000,1,0,1,0,0,0,1,0,0,0,1,0,5,5,0.4230769230769231,0.4230769230769231,0.4889807162534435,0.13681521106840266,-0.009557727837489923,0.030338408331240217,-0.13177537653167615,-0.03951382194022822,-0.09848798207250514,1.813930279524202,-0.20486662723062038,0.20121089270599612,-1.3310938346994672,-0.5503225937644132,-0.8927361716556474
54,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Depression","Gentle slope","Single-family Detached","One story","Excellent","Average",68,50271,894,1842,1842,385000,1,0,0,0,1,0,0,1,0,1,0,0,9,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.007020405369953506,0.1858149146640876,0.2969110458488707,0.061517765894849835,0.12840761832163758,0.28340342189916545,-0.09307828987469945,3.9828791427874037,1.9691783411064667,0.6214053115411591,1.7883770818416114,2.568886889307101
55,"SPLIT OR MULTI-LEVEL","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","Split Level","Average","Average",60,7134,572,1360,384,130000,0,0,0,1,0,0,1,0,0,0,1,0,5,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,-0.03441766564392611,-0.01581167160808517,0.06983065092644473,-0.029288564172972317,-0.11021758626101381,-0.07071406178365637,-0.4563180173792521,-0.3389177729586071,0.46313199617273254,-0.2958506226576536,-1.5350382466511603,-0.640981767221993
56,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",100,10175,576,1425,1425,180500,0,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.1025686357259369,-0.0015977381205065859,0.07265152539753077,-0.017042897255112485,0.06015884581754592,-0.0005849130543132187,1.3598806201435112,-0.034246970149333866,0.48184064642035657,-0.17215428298353988,0.8378529446800984,-0.0053018960270155594
57,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Two story","Very Good","Average",24,2645,480,1739,970,172500,0,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5555555555555556,0.5116279069767442,0.49887640449438203,-0.15770533687680283,-0.03679369969941705,0.004950538091465885,0.04211309370193349,-0.014309239288837056,-0.011694481169852727,-2.090896791149739,-0.7886603687530258,0.032833040477379886,0.42539418867294804,-0.19928969898534127,-0.10600365780047734
58,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",89,11645,565,1720,860,196500,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.06489740284922457,0.0052731866498783265,0.06489412060204416,0.03853359106440522,-0.032312512611259316,0.021634223176765797,0.8604259948247512,0.11302895228724344,0.43039185823939047,0.3892367970758994,-0.45002748097039263,0.19610162751990798
59,"2-STORY 1946 & NEWER","Moderately Irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Very Excellent","Average",66,13682,641,2945,1410,438780,0,0,1,0,0,0,0,0,0,1,0,0,10,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.013869720438446656,0.014794325260268847,0.11849073555267886,0.26931731374714823,0.05770385400085198,0.3580874935558798,-0.1838882217508376,0.3171113019493577,0.785856212944247,2.7204370447803505,0.8036614289548641,3.245854482829198
60,"1-STORY 1946 & NEWER ALL STYLES","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Average","Good",60,7200,352,780,780,124900,0,0,0,1,0,0,1,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.015503181108190336,-0.08531744498328729,-0.1385575920554139,-0.04540580230029368,-0.07779641145731281,-0.4563180173792521,-0.33230538460431175,-0.565843767446589,-1.3996025766728224,-0.6323822315049754,-0.7051791403525749
61,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",63,13072,576,1158,1158,158000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.02414369304118638,0.011943125185483272,0.07265152539753077,-0.0673443290561675,0.016459991480393715,-0.03183057337926808,-0.32010311956504484,0.255996803523295,0.48184064642035657,-0.6802607859525917,0.22924396477092832,-0.2885256010148768
62,"2-1/2 STORY ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two and one-half story: 2nd level unfinished","Average","Good",60,7200,288,1111,530,101000,0,0,0,1,0,1,0,0,0,1,0,0,5,7,0.3125,0.48688524590163934,0.36363636363636365,-0.03441766564392611,-0.015503181108190336,-0.13045143652066388,-0.07619888821215845,-0.08632233257852609,-0.11098624620248708,-0.4563180173792521,-0.33230538460431175,-0.8651821714085735,-0.7697027546400278,-1.2022408269255467,-1.0060256536507919
63,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Very Good","Average",44,6442,484,1370,1370,202500,0,0,0,0,1,1,0,0,0,1,0,0,8,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.08921218619187131,-0.01904614775849766,0.007771412562551922,-0.027404615416378498,0.051157209156334794,0.02996639926342043,-1.1827974723883574,-0.40824766297637,0.05154169072500391,-0.2768204165539438,0.7124840536875727,0.2716279488500043
64,"2-STORY 1945 & OLDER","Slightly irregular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","Two story","Good","Above Average",50,10300,480,1710,576,140000,0,0,0,0,1,0,1,0,0,1,0,0,7,6,0.4,0.48688524590163934,0.49887640449438203,-0.06866424098639186,-0.0010134758100997056,0.004950538091465885,0.036649642307811404,-0.07879369100733133,-0.05682710163923198,-0.9103676767599429,-0.021723507357107905,0.032833040477379886,0.3702065909721896,-1.0973868453681617,-0.5151045650051658
65,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",70.04995836802665,9375,645,2034,1057,219500,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.005337016907110619,0.1213116100237649,0.0976895820214512,-7.028675201217844e-05,0.05357423150894188,1.0323893988713526e-14,-0.11439713201958003,0.804564863191871,0.9867852687323874,-0.0009789077789824833,0.4856191926186106
66,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",76,9591,852,2473,1143,317000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.020376854904019095,-0.004327411634727531,0.2672918639024673,0.18039493243591992,0.01400499966369977,0.18897209291707964,0.2701614376298532,-0.09275658831461356,1.7727375135064145,1.8222113166852478,0.19505244904569402,1.712921914232676
67,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",70.04995836802665,19900,576,2207,1947,180000,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.0438578696291487,0.07265152539753077,0.1302818955105243,0.1455925610384952,-0.001279261061534438,1.0323893988713526e-14,0.940078435085846,0.48184064642035657,1.316007834326567,2.027717691918251,-0.01159575613785692
68,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",72,10665,558,1479,1453,226000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.006678224767032796,0.0006925701362883849,0.0599575902776436,-0.006869573969505852,0.06474149720870795,0.06260075560281773,0.08854157387757687,0.014845003996191902,0.39765172030604845,-0.06939117002350692,0.9016771073672024,0.5674393740595483
69,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average",47,4608,220,747,747,80000,1,0,0,1,0,1,0,0,0,1,0,0,3,6,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.07893821358913158,-0.027618444376787406,-0.1784063025291265,-0.14477462295217353,-0.05080678429702036,-0.1401488625057783,-1.0465825745741502,-0.5919919090639093,-1.183229225618182,-1.4624022568150647,-0.7076035661004908,-1.2703677783061291
70,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Below Average",81,15593,667,2287,1304,225000,1,0,0,1,0,1,0,0,0,1,0,0,7,3,0.5,0.48688524590163934,0.525974025974026,0.03750014257525197,0.02372652746176923,0.1368264196147381,0.14535348556327485,0.040355245162881435,0.0612120595883753,0.4971862673201986,0.5085700011169082,0.9074624395538032,1.4682494831562454,0.562041384496542,0.5548516538378655
71,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Above Average",95,13651,516,2223,2223,244000,1,0,0,0,1,1,0,0,0,1,0,0,7,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.08544534805470402,0.014649428207287941,0.030338408331240217,0.1332962135210744,0.19076441046566375,0.08759728386278164,1.1328557904531658,0.3140054831768857,0.20121089270599612,1.3464561640925028,2.6568415812625616,0.7940183380498372
72,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Above Average",69,7599,360,845,845,129500,0,0,0,1,0,1,0,0,0,1,0,0,3,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.0035957478357069306,-0.013638215813371574,-0.07967569604111521,-0.12631192513755407,-0.03476750442795326,-0.07140840979087759,-0.04767332393663037,-0.2923304913715265,-0.528426466951341,-1.2759062369987086,-0.4842189966956269,-0.6472756273328344
73,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",74,10141,427,1718,832,185000,0,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.013527539835525947,-0.0017566574689372573,-0.0324260486504241,0.038156801313086464,-0.03689516400242134,0.0056642190106777545,0.17935150575371503,-0.03765335202881933,-0.21505657530363848,0.38543075585515746,-0.5138516436574966,0.05134284497055669
74,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",85,10200,490,1086,1086,144900,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.05119877271223827,-0.0014808856584252097,0.012002724269180977,-0.08090876010364301,0.004676030760262781,-0.05002249116846403,0.6788061310724749,-0.03174227759088868,0.07960466609643996,-0.8172782698993023,0.06512468928980378,-0.45342473591892046
75,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Fair","Above Average",60,5790,379,1605,840,107400,0,0,0,1,0,1,0,0,0,1,0,0,4,6,0.5,0.48688524590163934,0.49887640449438203,-0.03441766564392611,-0.022093659969579946,-0.06627654230345655,0.016868180363576287,-0.03558583503351791,-0.10209859171005548,-0.4563180173792521,-0.4735700449006206,-0.43956037827512684,0.17038942688323663,-0.49561616860403834,-0.9254642442320226
76,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular","Near Flat/Level","Gentle slope","Townhouse Inside Unit","Split Level","Below Average","Average",21,1596,297,988,462,91000,0,0,0,1,0,1,0,0,0,1,0,0,3,5,0.4,0.5116279069767442,0.4461538461538462,-0.16797930947954254,-0.041696829008351595,-0.12410446896072029,-0.09937145791826245,-0.0974516288142053,-0.12487320634691147,-2.227111688963946,-0.8937572685053861,-0.8230877083514194,-1.0037742897156585,-1.357242364879942,-1.1319028558676192
77,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Good",70.04995836802665,8475,283,952,952,135750,0,0,0,0,1,1,0,0,0,1,0,0,3,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,-0.009543705542040157,-0.13397752960952142,-0.1061536734420002,-0.01725522946886979,-0.06272905970061235,1.0323893988713526e-14,-0.20456606412360695,-0.8885679842181035,-1.0722830316890137,-0.24031951785562242,-0.5686023759473173
78,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Average",50,8635,240,1285,672,127000,1,0,0,1,0,1,0,0,0,1,0,0,5,5,0.5,0.48688524590163934,0.525974025974026,-0.06866424098639186,-0.00879584978471935,-0.16430193017369632,-0.04341817984742597,-0.06308174338049008,-0.07488014982698368,-0.9103676767599429,-0.18853603174955771,-1.0896859743800618,-0.43857716843547717,-0.8785611447266622,-0.6787449278870412
79,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","One story","Below Average","Average",72,10778,0,1768,1768,136500,1,0,0,1,0,1,0,0,0,1,0,0,3,5,0.4230769230769231,0.4230769230769231,0.4889807162534435,0.006678224767032796,0.0012207432648962046,-0.33355439843885853,0.047576545096055564,0.11629632535928078,-0.06168753768978052,0.08854157387757687,0.026166214360364173,-2.2122049892375033,0.48058178637370647,1.6196989375971222,-0.5591615857810553
80,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Average","Above Average",60,10440,440,1230,440,110000,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.5,0.48688524590163934,0.49887640449438203,-0.03441766564392611,-0.00035910202244399965,-0.02325820661939448,-0.053779898008691984,-0.10105228347868976,-0.09848798207250514,-0.4563180173792521,-0.007697229029814829,-0.1542534619988604,-0.5432433020058811,-1.4073899212769523,-0.8927361716556474
81,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Above Average",100,13000,509,2142,896,193500,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.1025686357259369,0.011606590094688908,0.02540187800683965,0.11803622859266445,-0.026420532251193847,0.01746813513343848,1.3598806201435112,0.24878328895497287,0.16847075477265408,1.1923114946524533,-0.3679678432298304,0.15833846685485983
82,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Above Average","Average",32,4500,405,1337,1237,153500,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.13030807660283023,-0.028123247012978952,-0.0479408582413973,-0.033621646313138104,0.029389615048315155,-0.03807970544425906,-1.7276570636451865,-0.6028121809163925,-0.3179541516655706,-0.33962009669618615,0.4093192809238288,-0.34517034201244906
83,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",78,10206,758,1563,1563,245000,0,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.027226169972512246,-0.0014528410675256796,0.20100131383194544,0.008955595585882242,0.0827447705311302,0.08898597987722406,0.36097136950599135,-0.03114115137686183,1.3330842326872498,0.09046256124765546,1.1524148893522537,0.80660605827152
84,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",80,8892,461,1065,1065,126500,0,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.034075485041005396,-0.007594606474522805,-0.008448615646192788,-0.08486505249249003,0.0012390422168912585,-0.0755744978342049,0.4517813013821295,-0.16278779224874115,-0.05603304819883425,-0.8572417027170929,0.017256567274475797,-0.6850387879978825
85,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Good","Average",70.04995836802665,8530,400,1474,384,168500,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,7.786769706960002e-16,-0.00928663012546113,-0.05146695133025485,-0.007811548347802762,-0.11021758626101381,-0.01724926522762248,1.0323893988713526e-14,-0.19905574049502753,-0.3413399644751007,-0.07890627307536183,-1.5350382466511603,-0.15635453868720822
86,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",121,16059,462,2417,1288,260000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.17448644394511498,0.025904657354966082,-0.00774339702842128,0.1698448193989945,0.037736587225074565,0.10981642009386064,2.313384904842962,0.5552574704063266,-0.05135588563692824,1.7156421625044729,0.5255704343896254,0.9954218615967608
87,"2-STORY 1946 & NEWER","Moderately Irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",122,11911,400,1560,684,174000,0,0,1,0,0,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.17791110147936157,0.006516496846424168,-0.05146695133025485,0.008390410958904096,-0.06111774992713493,-0.009611437148189069,2.358789870781031,0.1396788811091003,-0.3413399644751007,0.08475349941654252,-0.8512079321464748,-0.08712207746795325
